CountyCode,CountyName,DistrictCode,DistrictName,StudentGroup,ELAProf_MetTarget,MathProf_MetTarget,Grad4YR_MetTarget,Grad5YR_MetTarget,ELAGrowth_MetStandard,MathGrowth_MetStandard,ELP_MetTarget,CA_MetAverage,ChronicAbs,RequiresTargetedSupImp,Year
25,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,Students with Disabilities,Met Target,Met Target,NA,NA,NA,NA,NA,Met,NA,NA,2017-18
25,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
25,MONMOUTH,5185,TINTON FALLS,Districtwide,Met Target,Met Target†,NA,NA,Met Standard,Met Standard,Met Target†,Met,NA,NA,2017-18
25,MONMOUTH,5185,TINTON FALLS,White,Met Target,Met Target†,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
25,MONMOUTH,5185,TINTON FALLS,Hispanic,Met Target,Met Target,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
25,MONMOUTH,5185,TINTON FALLS,Black or African American,Met Target,Met Target†,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
25,MONMOUTH,5185,TINTON FALLS,"Asian, Native Hawaiian, or Pacific Islander",Met Goal,Met Target,NA,NA,Exceeds Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
25,MONMOUTH,5185,TINTON FALLS,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
25,MONMOUTH,5185,TINTON FALLS,Two or More Races,Met Target†,Met Target†,NA,NA,Exceeds Standard,Met Standard,NA,Not Met,NA,NA,2017-18
25,MONMOUTH,5185,TINTON FALLS,Economically Disadvantaged Students,Met Target,Met Target,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
25,MONMOUTH,5185,TINTON FALLS,Students with Disabilities,Met Target,Met Target†,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
25,MONMOUTH,5185,TINTON FALLS,English Learners,Not Met,Met Target,NA,NA,NA,NA,Met Target†,Met,NA,NA,2017-18
25,MONMOUTH,5230,UNION BEACH,Districtwide,Met Target†,Met Target†,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
25,MONMOUTH,5230,UNION BEACH,White,Met Target,Met Target†,NA,NA,Met Standard,Met Standard,NA,NA,NA,NA,2017-18
25,MONMOUTH,5230,UNION BEACH,Hispanic,Met Target†,Met Target,NA,NA,Met Standard,Exceeds Standard,NA,NA,NA,NA,2017-18
25,MONMOUTH,5230,UNION BEACH,Black or African American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
25,MONMOUTH,5230,UNION BEACH,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
25,MONMOUTH,5230,UNION BEACH,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
25,MONMOUTH,5230,UNION BEACH,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
25,MONMOUTH,5230,UNION BEACH,Economically Disadvantaged Students,Met Target†,Met Target†,NA,NA,Met Standard,Met Standard,NA,NA,NA,NA,2017-18
25,MONMOUTH,5230,UNION BEACH,Students with Disabilities,Not Met,Not Met,NA,NA,Met Standard,Met Standard,NA,NA,NA,NA,2017-18
25,MONMOUTH,5230,UNION BEACH,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
25,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,Districtwide,Met Target,Met Target,Met Goal,Met Goal,Not Met,Met Standard,NA,Met,NA,NA,2017-18
25,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,White,Met Target†,Met Target,Met Goal,Met Goal,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
25,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,Hispanic,Met Target,Met Target,NA,NA,Not Met,Met Standard,NA,Met,NA,NA,2017-18
25,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,Black or African American,Met Target,Met Target,Met Goal,NA,NA,NA,NA,Met,NA,NA,2017-18
25,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,"Asian, Native Hawaiian, or Pacific Islander",Met Target†,Met Target†,NA,Met Goal,Not Met,Not Met,NA,Met,NA,NA,2017-18
25,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
25,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,Two or More Races,NA,NA,NA,NA,NA,NA,NA,Met,NA,NA,2017-18
25,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,Economically Disadvantaged Students,Met Target†,Met Target†,Met Goal,Not Met,Not Met,Not Met,NA,Not Met,NA,NA,2017-18
25,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,Students with Disabilities,Not Met,Not Met,Met Target,Not Met,Not Met,Not Met,NA,Not Met,NA,NA,2017-18
25,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,English Learners,Met Target†,Met Target†,NA,NA,NA,NA,NA,Met,NA,NA,2017-18
25,MONMOUTH,5420,WALL TWP,Districtwide,Met Target,Met Target,Met Goal,Met Goal,Met Standard,Met Standard,Met Target,Met,NA,NA,2017-18
25,MONMOUTH,5420,WALL TWP,White,Met Target,Met Target,Met Goal,Met Goal,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
25,MONMOUTH,5420,WALL TWP,Hispanic,Met Target†,Met Target†,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
25,MONMOUTH,5420,WALL TWP,Black or African American,Met Target†,Met Target,NA,NA,Met Standard,NA,NA,Not Met,NA,NA,2017-18
25,MONMOUTH,5420,WALL TWP,"Asian, Native Hawaiian, or Pacific Islander",Met Goal,Met Target,NA,NA,Met Standard,NA,NA,Met,NA,NA,2017-18
25,MONMOUTH,5420,WALL TWP,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
25,MONMOUTH,5420,WALL TWP,Two or More Races,Met Target,Met Target,NA,NA,Not Met,Met Standard,NA,Met,NA,NA,2017-18
25,MONMOUTH,5420,WALL TWP,Economically Disadvantaged Students,Met Target†,Not Met,Not Met,Met Goal,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
25,MONMOUTH,5420,WALL TWP,Students with Disabilities,Met Target†,Not Met,Met Target,Met Goal,Not Met,Met Standard,NA,Not Met,NA,NA,2017-18
25,MONMOUTH,5420,WALL TWP,English Learners,Met Target,Met Target,NA,NA,Met Standard,Met Standard,Met Target,Met,NA,NA,2017-18
25,MONMOUTH,5640,WEST LONG BRANCH BORO,Districtwide,Met Target,Met Target,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
25,MONMOUTH,5640,WEST LONG BRANCH BORO,White,Met Target,Met Target,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
25,MONMOUTH,5640,WEST LONG BRANCH BORO,Hispanic,Met Target,Met Target,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
25,MONMOUTH,5640,WEST LONG BRANCH BORO,Black or African American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
25,MONMOUTH,5640,WEST LONG BRANCH BORO,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
25,MONMOUTH,5640,WEST LONG BRANCH BORO,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
25,MONMOUTH,5640,WEST LONG BRANCH BORO,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
25,MONMOUTH,5640,WEST LONG BRANCH BORO,Economically Disadvantaged Students,Met Target,Met Target,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
25,MONMOUTH,5640,WEST LONG BRANCH BORO,Students with Disabilities,Met Target,Met Target,NA,NA,Not Met,Met Standard,NA,Not Met,NA,NA,2017-18
25,MONMOUTH,5640,WEST LONG BRANCH BORO,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,0450,BOONTON TOWN,Districtwide,Met Target,Met Target,Met Goal,Met Goal,Met Standard,Not Met,Met Target†,Met,NA,NA,2017-18
27,MORRIS,0450,BOONTON TOWN,White,Met Target,Met Target†,Met Goal,Met Goal,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
27,MORRIS,0450,BOONTON TOWN,Hispanic,Met Target,Met Target,NA,NA,Met Standard,Not Met,NA,Not Met,NA,NA,2017-18
27,MORRIS,0450,BOONTON TOWN,Black or African American,Met Target,Met Target†,NA,NA,Not Met,Not Met,NA,Not Met,NA,NA,2017-18
27,MORRIS,0450,BOONTON TOWN,"Asian, Native Hawaiian, or Pacific Islander",Met Target,Met Target,NA,Met Goal,Met Standard,Not Met,NA,Met,NA,NA,2017-18
27,MORRIS,0450,BOONTON TOWN,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,0450,BOONTON TOWN,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,0450,BOONTON TOWN,Economically Disadvantaged Students,Met Target,Met Target†,Not Met,Not Met,Met Standard,Not Met,NA,Not Met,NA,NA,2017-18
27,MORRIS,0450,BOONTON TOWN,Students with Disabilities,Not Met,Not Met,Met Target,Met Goal,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
27,MORRIS,0450,BOONTON TOWN,English Learners,Met Target,Met Target†,NA,NA,Met Standard,Not Met,Met Target†,Met,NA,NA,2017-18
27,MORRIS,0460,BOONTON TWP,Districtwide,Met Goal,Met Target,NA,NA,Met Standard,Met Standard,NA,NA,NA,NA,2017-18
27,MORRIS,0460,BOONTON TWP,White,Met Goal,Met Target,NA,NA,Met Standard,Met Standard,NA,NA,NA,NA,2017-18
27,MORRIS,0460,BOONTON TWP,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,0460,BOONTON TWP,Black or African American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,0460,BOONTON TWP,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,0460,BOONTON TWP,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,0460,BOONTON TWP,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,0460,BOONTON TWP,Economically Disadvantaged Students,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,0460,BOONTON TWP,Students with Disabilities,Met Target,Met Target†,NA,NA,Met Standard,Met Standard,NA,NA,NA,NA,2017-18
27,MORRIS,0460,BOONTON TWP,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,0630,BUTLER BORO,Districtwide,Met Target,Met Target†,Met Target,Met Target,Exceeds Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
27,MORRIS,0630,BUTLER BORO,White,Met Target,Met Target,Met Target,Met Target,Met Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
27,MORRIS,0630,BUTLER BORO,Hispanic,Met Target,Not Met,Met Goal,NA,Met Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
27,MORRIS,0630,BUTLER BORO,Black or African American,NA,NA,NA,NA,NA,NA,NA,Met,NA,NA,2017-18
27,MORRIS,0630,BUTLER BORO,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
27,MORRIS,0630,BUTLER BORO,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,0630,BUTLER BORO,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,0630,BUTLER BORO,Economically Disadvantaged Students,Met Target†,Met Target†,NA,NA,Met Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
27,MORRIS,0630,BUTLER BORO,Students with Disabilities,Met Target†,Met Target†,Met Goal,Not Met,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
27,MORRIS,0630,BUTLER BORO,English Learners,Met Target,Met Target,NA,NA,Exceeds Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
27,MORRIS,0785,SCH DIST OF THE CHATHAMS,Districtwide,Met Target,Met Target,Met Goal,Met Goal,Met Standard,Met Standard,Exceeds Target,Met,NA,NA,2017-18
27,MORRIS,0785,SCH DIST OF THE CHATHAMS,White,Met Target,Met Target†,Met Goal,Met Goal,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
27,MORRIS,0785,SCH DIST OF THE CHATHAMS,Hispanic,Met Target,Met Target†,NA,NA,Not Met,Met Standard,NA,Met,NA,NA,2017-18
27,MORRIS,0785,SCH DIST OF THE CHATHAMS,Black or African American,NA,NA,NA,NA,NA,NA,NA,Met,NA,NA,2017-18
27,MORRIS,0785,SCH DIST OF THE CHATHAMS,"Asian, Native Hawaiian, or Pacific Islander",Met Goal,Met Goal,Met Goal,NA,Met Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
27,MORRIS,0785,SCH DIST OF THE CHATHAMS,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,0785,SCH DIST OF THE CHATHAMS,Two or More Races,Met Goal,Met Goal,NA,NA,Met Standard,Not Met,NA,Met,NA,NA,2017-18
27,MORRIS,0785,SCH DIST OF THE CHATHAMS,Economically Disadvantaged Students,Met Target†,Not Met,NA,NA,Not Met,NA,NA,Met,NA,NA,2017-18
27,MORRIS,0785,SCH DIST OF THE CHATHAMS,Students with Disabilities,Met Target,Met Target,Met Goal,Met Goal,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
27,MORRIS,0785,SCH DIST OF THE CHATHAMS,English Learners,Met Target†,Met Target,NA,NA,NA,NA,Exceeds Target,Met,NA,NA,2017-18
27,MORRIS,0820,CHESTER TWP,Districtwide,Met Target,Met Target,NA,NA,Met Standard,Exceeds Standard,Not Met,Met,NA,NA,2017-18
27,MORRIS,0820,CHESTER TWP,White,Met Target,Met Target,NA,NA,Met Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
27,MORRIS,0820,CHESTER TWP,Hispanic,Met Target†,Met Target,NA,NA,Met Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
27,MORRIS,0820,CHESTER TWP,Black or African American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,0820,CHESTER TWP,"Asian, Native Hawaiian, or Pacific Islander",Met Goal,Met Goal,NA,NA,Met Standard,NA,NA,Met,NA,NA,2017-18
27,MORRIS,0820,CHESTER TWP,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,0820,CHESTER TWP,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,0820,CHESTER TWP,Economically Disadvantaged Students,Met Target†,Met Target†,NA,NA,Exceeds Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
27,MORRIS,0820,CHESTER TWP,Students with Disabilities,Not Met,Met Target,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
27,MORRIS,0820,CHESTER TWP,English Learners,Met Target†,Met Target,NA,NA,Met Standard,Exceeds Standard,Not Met,Met,NA,NA,2017-18
27,MORRIS,1090,DENVILLE TWP,Districtwide,Met Goal,Met Target,NA,NA,Exceeds Standard,Met Standard,NA,Met,NA,NA,2017-18
27,MORRIS,1090,DENVILLE TWP,White,Met Goal,Met Target,NA,NA,Exceeds Standard,Met Standard,NA,Met,NA,NA,2017-18
27,MORRIS,1090,DENVILLE TWP,Hispanic,Met Goal,Met Target,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
27,MORRIS,1090,DENVILLE TWP,Black or African American,Met Target,Met Target†,NA,NA,Met Standard,NA,NA,Met,NA,NA,2017-18
27,MORRIS,1090,DENVILLE TWP,"Asian, Native Hawaiian, or Pacific Islander",Met Goal,Met Target†,NA,NA,Exceeds Standard,Met Standard,NA,Met,NA,NA,2017-18
27,MORRIS,1090,DENVILLE TWP,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,1090,DENVILLE TWP,Two or More Races,Met Goal,Met Target,NA,NA,Exceeds Standard,Met Standard,NA,Met,NA,NA,2017-18
27,MORRIS,1090,DENVILLE TWP,Economically Disadvantaged Students,Met Target†,Met Target†,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
27,MORRIS,1090,DENVILLE TWP,Students with Disabilities,Met Target,Met Target†,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
27,MORRIS,1090,DENVILLE TWP,English Learners,NA,NA,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
27,MORRIS,1110,DOVER TOWN,Districtwide,Met Target,Not Met,Met Target,Not Met,Exceeds Standard,Met Standard,Not Met,Met,NA,NA,2017-18
27,MORRIS,1110,DOVER TOWN,White,Met Target,Met Target†,Not Met,Not Met,Exceeds Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
27,MORRIS,1110,DOVER TOWN,Hispanic,Met Target†,Not Met,Met Target,Not Met,Exceeds Standard,Met Standard,NA,Met,NA,NA,2017-18
27,MORRIS,1110,DOVER TOWN,Black or African American,Met Target†,Not Met,NA,NA,Exceeds Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
27,MORRIS,1110,DOVER TOWN,"Asian, Native Hawaiian, or Pacific Islander",Met Goal,Met Target,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
27,MORRIS,1110,DOVER TOWN,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,1110,DOVER TOWN,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,1110,DOVER TOWN,Economically Disadvantaged Students,Met Target,Not Met,Met Target,Met Target,Exceeds Standard,Met Standard,NA,Met,NA,NA,2017-18
27,MORRIS,1110,DOVER TOWN,Students with Disabilities,Met Target†,Not Met,Met Target,Not Met,Met Standard,Not Met,NA,Not Met,NA,NA,2017-18
27,MORRIS,1110,DOVER TOWN,English Learners,Met Target,Not Met,NA,NA,Exceeds Standard,Exceeds Standard,Not Met,Not Met,NA,NA,2017-18
27,MORRIS,1190,EAST HANOVER TWP,Districtwide,Met Target,Met Target,NA,NA,Exceeds Standard,Met Standard,NA,Met,NA,NA,2017-18
27,MORRIS,1190,EAST HANOVER TWP,White,Met Target,Met Target,NA,NA,Exceeds Standard,Met Standard,NA,Met,NA,NA,2017-18
27,MORRIS,1190,EAST HANOVER TWP,Hispanic,Met Target,Met Target,NA,NA,Exceeds Standard,Not Met,NA,Met,NA,NA,2017-18
27,MORRIS,1190,EAST HANOVER TWP,Black or African American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,1190,EAST HANOVER TWP,"Asian, Native Hawaiian, or Pacific Islander",Met Goal,Met Goal,NA,NA,Exceeds Standard,Met Standard,NA,Met,NA,NA,2017-18
27,MORRIS,1190,EAST HANOVER TWP,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,1190,EAST HANOVER TWP,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,1190,EAST HANOVER TWP,Economically Disadvantaged Students,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,1190,EAST HANOVER TWP,Students with Disabilities,Met Target,Met Target,NA,NA,Exceeds Standard,Met Standard,NA,Met,NA,NA,2017-18
27,MORRIS,1190,EAST HANOVER TWP,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,1530,FLORHAM PARK BORO,Districtwide,Met Goal,Met Target,NA,NA,Exceeds Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
27,MORRIS,1530,FLORHAM PARK BORO,White,Met Goal,Met Target,NA,NA,Exceeds Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
27,MORRIS,1530,FLORHAM PARK BORO,Hispanic,Met Target,Met Target,NA,NA,Exceeds Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
27,MORRIS,1530,FLORHAM PARK BORO,Black or African American,Met Target,Met Target†,NA,NA,Met Standard,NA,NA,Met,NA,NA,2017-18
27,MORRIS,1530,FLORHAM PARK BORO,"Asian, Native Hawaiian, or Pacific Islander",Met Goal,Met Goal,NA,NA,Exceeds Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
27,MORRIS,1530,FLORHAM PARK BORO,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,1530,FLORHAM PARK BORO,Two or More Races,Met Goal,Met Target†,NA,NA,Met Standard,NA,NA,Met,NA,NA,2017-18
27,MORRIS,1530,FLORHAM PARK BORO,Economically Disadvantaged Students,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,1530,FLORHAM PARK BORO,Students with Disabilities,Met Target†,Met Target,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
27,MORRIS,1530,FLORHAM PARK BORO,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,1990,HANOVER PARK REGIONAL,Districtwide,Met Target,Met Target,Met Goal,Met Goal,NA,NA,NA,Met,NA,NA,2017-18
27,MORRIS,1990,HANOVER PARK REGIONAL,White,Met Target,Met Target,Met Goal,Met Goal,NA,NA,NA,Met,NA,NA,2017-18
27,MORRIS,1990,HANOVER PARK REGIONAL,Hispanic,Met Target,Met Target,NA,Met Goal,NA,NA,NA,Met,NA,NA,2017-18
27,MORRIS,1990,HANOVER PARK REGIONAL,Black or African American,Met Target†,Met Target,NA,NA,NA,NA,NA,Met,NA,NA,2017-18
27,MORRIS,1990,HANOVER PARK REGIONAL,"Asian, Native Hawaiian, or Pacific Islander",Met Goal,Met Target,Met Goal,Met Goal,NA,NA,NA,Met,NA,NA,2017-18
27,MORRIS,1990,HANOVER PARK REGIONAL,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,1990,HANOVER PARK REGIONAL,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,1990,HANOVER PARK REGIONAL,Economically Disadvantaged Students,NA,NA,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
27,MORRIS,1990,HANOVER PARK REGIONAL,Students with Disabilities,Met Target,Met Target,Not Met,Not Met,NA,NA,NA,Met,NA,NA,2017-18
27,MORRIS,1990,HANOVER PARK REGIONAL,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,2000,HANOVER TWP,Districtwide,Met Target,Met Target,NA,NA,Met Standard,Met Standard,Exceeds Target,Met,NA,NA,2017-18
27,MORRIS,2000,HANOVER TWP,White,Met Target,Met Target,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
27,MORRIS,2000,HANOVER TWP,Hispanic,Met Target,Met Target,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
27,MORRIS,2000,HANOVER TWP,Black or African American,Met Target†,Met Target,NA,NA,Met Standard,NA,NA,Met,NA,NA,2017-18
27,MORRIS,2000,HANOVER TWP,"Asian, Native Hawaiian, or Pacific Islander",Met Goal,Met Goal,NA,NA,Exceeds Standard,Met Standard,NA,Met,NA,NA,2017-18
27,MORRIS,2000,HANOVER TWP,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,2000,HANOVER TWP,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,2000,HANOVER TWP,Economically Disadvantaged Students,Met Target,Met Target,NA,NA,NA,NA,NA,Met,NA,NA,2017-18
27,MORRIS,2000,HANOVER TWP,Students with Disabilities,Met Target,Met Target†,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
27,MORRIS,2000,HANOVER TWP,English Learners,Met Target,Met Target,NA,NA,Exceeds Standard,Met Standard,Exceeds Target,Met,NA,NA,2017-18
27,MORRIS,2010,HARDING TOWNSHIP,Districtwide,Met Goal,Met Target,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
27,MORRIS,2010,HARDING TOWNSHIP,White,Met Goal,Met Target,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
27,MORRIS,2010,HARDING TOWNSHIP,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,2010,HARDING TOWNSHIP,Black or African American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,2010,HARDING TOWNSHIP,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,2010,HARDING TOWNSHIP,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,2010,HARDING TOWNSHIP,Two or More Races,NA,NA,NA,NA,NA,NA,NA,Met,NA,NA,2017-18
27,MORRIS,2010,HARDING TOWNSHIP,Economically Disadvantaged Students,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,2010,HARDING TOWNSHIP,Students with Disabilities,Met Target,Met Target,NA,NA,Exceeds Standard,Met Standard,NA,Met,NA,NA,2017-18
27,MORRIS,2010,HARDING TOWNSHIP,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,2380,JEFFERSON TWP,Districtwide,Met Target,Not Met,Met Target,Met Goal,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
27,MORRIS,2380,JEFFERSON TWP,White,Met Target,Not Met,Not Met,Met Goal,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
27,MORRIS,2380,JEFFERSON TWP,Hispanic,Met Target,Met Target†,Met Goal,NA,Not Met,Met Standard,NA,Not Met,NA,NA,2017-18
27,MORRIS,2380,JEFFERSON TWP,Black or African American,Not Met,Met Target†,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
27,MORRIS,2380,JEFFERSON TWP,"Asian, Native Hawaiian, or Pacific Islander",Met Goal,Met Target,NA,NA,Met Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
27,MORRIS,2380,JEFFERSON TWP,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
27,MORRIS,2380,JEFFERSON TWP,Two or More Races,Not Met,Met Target†,NA,NA,NA,NA,NA,Met,NA,NA,2017-18
27,MORRIS,2380,JEFFERSON TWP,Economically Disadvantaged Students,Met Target,Met Target†,Met Target,Met Goal,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
27,MORRIS,2380,JEFFERSON TWP,Students with Disabilities,Met Target,Not Met,Not Met,Met Target,Not Met,Met Standard,NA,Not Met,NA,NA,2017-18
27,MORRIS,2380,JEFFERSON TWP,English Learners,NA,NA,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
27,MORRIS,2460,KINNELON BORO,Districtwide,Met Target,Met Target,Met Goal,Met Goal,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
